,urn,component,size,size_hh,n
0,95032,21,1,167,3
0,95033,22,1,135,3
0,95054,23,1,72,3
0,95058,24,1,99,3
0,95056,25,1,84,3
0,134849,26,1,79,3
0,95041,27,1,92,3
0,95043,28,1,100,3
0,95055,29,1,88,3
0,95019,30,1,12,3
0,95046,31,1,86,3
0,95060,32,1,108,3
0,95026,33,1,86,3
0,95042,34,1,89,3
0,95040,35,1,91,3
0,131819,36,1,38,3
0,95044,37,1,79,3
0,95049,38,1,14,3
0,95018,39,1,16,3
0,129655,40,1,3,3
0,95104,41,1,11,3
0,135698,42,1,128,3
0,95064,1,2,777,4
1,95037,1,2,777,4
0,95108,2,13,3099,4
1,95034,2,13,3099,4
2,95023,2,13,3099,4
3,95056,2,13,3099,4
4,95057,2,13,3099,4
5,95024,2,13,3099,4
6,95026,2,13,3099,4
7,95061,2,13,3099,4
8,95062,2,13,3099,4
9,95031,2,13,3099,4
10,95065,2,13,3099,4
11,95066,2,13,3099,4
12,95068,2,13,3099,4
0,95047,3,2,610,4
1,95071,3,2,610,4
0,95032,4,2,651,4
1,132193,4,2,651,4
0,95025,5,2,505,4
1,95063,5,2,505,4
0,95067,6,2,447,4
1,95060,6,2,447,4
0,95030,7,1,141,4
0,95022,8,1,157,4
0,125354,9,1,77,4
0,95035,10,1,184,4
0,127257,11,1,255,4
0,95051,12,1,80,4
0,95103,13,1,15,4
0,95053,14,1,80,4
0,95045,15,1,94,4
0,95038,16,1,95,4
0,95020,17,1,128,4
0,95059,18,1,110,4
0,136176,19,1,39,4
0,95033,20,1,135,4
0,95054,21,1,72,4
0,95058,22,1,99,4
0,134849,23,1,79,4
0,95041,24,1,92,4
0,95043,25,1,100,4
0,95052,26,1,93,4
0,95021,27,1,167,4
0,95055,28,1,88,4
0,95027,29,1,80,4
0,95019,30,1,12,4
0,95039,31,1,96,4
0,95046,32,1,86,4
0,95042,33,1,89,4
0,95040,34,1,91,4
0,131819,35,1,38,4
0,95048,36,1,66,4
0,95044,37,1,79,4
0,95049,38,1,14,4
0,95018,39,1,16,4
0,129655,40,1,3,4
0,95104,41,1,11,4
0,135698,42,1,128,4
0,95064,1,1,605,5
0,95057,2,3,693,5
1,95065,2,3,693,5
2,95039,2,3,693,5
0,95067,3,2,844,5
1,95071,3,2,844,5
0,95061,4,5,1337,5
1,95062,4,5,1337,5
2,95031,4,5,1337,5
3,95033,4,5,1337,5
4,95037,4,5,1337,5
0,132193,5,4,932,5
1,95058,5,4,932,5
2,95059,5,4,932,5
3,127257,5,4,932,5
0,135698,6,2,576,5
1,95063,6,2,576,5
0,95108,7,3,648,5
1,95068,7,3,648,5
2,95022,7,3,648,5
0,95066,8,2,612,5
1,95060,8,2,612,5
0,95030,9,1,141,5
0,125354,10,1,77,5
0,95035,11,1,184,5
0,95051,12,1,80,5
0,95103,13,1,15,5
0,95053,14,1,80,5
0,95025,15,1,75,5
0,95047,16,1,111,5
0,95045,17,1,94,5
0,95038,18,1,95,5
0,95020,19,1,128,5
0,136176,20,1,39,5
0,95032,21,1,167,5
0,95054,22,1,72,5
0,95056,23,1,84,5
0,134849,24,1,79,5
0,95034,25,1,141,5
0,95041,26,1,92,5
0,95043,27,1,100,5
0,95023,28,1,160,5
0,95052,29,1,93,5
0,95021,30,1,167,5
0,95055,31,1,88,5
0,95027,32,1,80,5
0,95019,33,1,12,5
0,95046,34,1,86,5
0,95026,35,1,86,5
0,95024,36,1,93,5
0,95042,37,1,89,5
0,95040,38,1,91,5
0,131819,39,1,38,5
0,95048,40,1,66,5
0,95044,41,1,79,5
0,95049,42,1,14,5
0,95018,43,1,16,5
0,129655,44,1,3,5
0,95104,45,1,11,5
0,95064,1,3,1323,6
1,127257,1,3,1323,6
2,132193,1,3,1323,6
0,95065,2,2,601,6
1,95026,2,2,601,6
0,95071,3,1,503,6
0,95043,4,10,2058,6
1,125354,4,10,2058,6
2,95020,4,10,2058,6
3,95022,4,10,2058,6
4,95024,4,10,2058,6
5,95061,4,10,2058,6
6,95062,4,10,2058,6
7,95033,4,10,2058,6
8,95068,4,10,2058,6
9,95037,4,10,2058,6
0,95041,5,6,1191,6
1,95056,5,6,1191,6
2,95030,5,6,1191,6
3,95063,5,6,1191,6
4,95034,5,6,1191,6
5,95067,5,6,1191,6
0,95066,6,1,506,6
0,95108,7,1,109,6
0,95035,8,1,184,6
0,95051,9,1,80,6
0,95103,10,1,15,6
0,95057,11,1,86,6
0,95053,12,1,80,6
0,95025,13,1,75,6
0,95047,14,1,111,6
0,95045,15,1,94,6
0,95038,16,1,95,6
0,95059,17,1,110,6
0,136176,18,1,39,6
0,95032,19,1,167,6
0,95031,20,1,153,6
0,95054,21,1,72,6
0,95058,22,1,99,6
0,134849,23,1,79,6
0,95023,24,1,160,6
0,95052,25,1,93,6
0,95021,26,1,167,6
0,95055,27,1,88,6
0,95027,28,1,80,6
0,95019,29,1,12,6
0,95039,30,1,96,6
0,95046,31,1,86,6
0,95060,32,1,108,6
0,95042,33,1,89,6
0,95040,34,1,91,6
0,131819,35,1,38,6
0,95048,36,1,66,6
0,95044,37,1,79,6
0,95049,38,1,14,6
0,95018,39,1,16,6
0,129655,40,1,3,6
0,95104,41,1,11,6
0,135698,42,1,128,6
0,95064,1,3,1004,7
1,127257,1,3,1004,7
2,95021,1,3,1004,7
0,95051,2,5,1211,7
1,95022,2,5,1211,7
2,95057,2,5,1211,7
3,95065,2,5,1211,7
4,95068,2,5,1211,7
0,95071,3,1,503,7
0,95062,4,1,552,7
0,132193,5,5,1132,7
1,131819,5,5,1132,7
2,95060,5,5,1132,7
3,95032,5,5,1132,7
4,95067,5,5,1132,7
0,95030,6,2,572,7
1,95063,6,2,572,7
0,95066,7,1,506,7
0,95024,8,3,570,7
1,95033,8,3,570,7
2,95061,8,3,570,7
0,95108,9,1,109,7
0,125354,10,1,77,7
0,95035,11,1,184,7
0,95103,12,1,15,7
0,95053,13,1,80,7
0,95025,14,1,75,7
0,95047,15,1,111,7
0,95037,16,1,174,7
0,95045,17,1,94,7
0,95038,18,1,95,7
0,95020,19,1,128,7
0,95059,20,1,110,7
0,136176,21,1,39,7
0,95031,22,1,153,7
0,95054,23,1,72,7
0,95058,24,1,99,7
0,95056,25,1,84,7
0,134849,26,1,79,7
0,95034,27,1,141,7
0,95041,28,1,92,7
0,95043,29,1,100,7
0,95023,30,1,160,7
0,95052,31,1,93,7
0,95055,32,1,88,7
0,95027,33,1,80,7
0,95019,34,1,12,7
0,95039,35,1,96,7
0,95104,36,2,96,7
1,95046,36,2,96,7
0,95026,37,1,86,7
0,95042,38,1,89,7
0,95040,39,1,91,7
0,95048,40,1,66,7
0,95044,41,1,79,7
0,95049,42,1,14,7
0,95018,43,1,16,7
0,129655,44,1,3,7
0,135698,45,1,128,7
0,95064,1,3,1197,8
1,132193,1,3,1197,8
2,95059,1,3,1197,8
0,95046,2,7,1883,8
1,95023,2,7,1883,8
2,95056,2,7,1883,8
3,95062,2,7,1883,8
4,95065,2,7,1883,8
5,95068,2,7,1883,8
6,95037,2,7,1883,8
0,95071,3,1,503,8
0,95025,4,4,966,8
1,95034,4,4,966,8
2,95067,4,4,966,8
3,95063,4,4,966,8
0,95066,5,1,506,8
0,95026,6,2,462,8
1,95061,6,2,462,8
0,95058,7,3,347,8
1,95108,7,3,347,8
2,95030,7,3,347,8
0,95022,8,1,157,8
0,125354,9,1,77,8
0,95035,10,1,184,8
0,127257,11,1,255,8
0,95051,12,1,80,8
0,95103,13,1,15,8
0,95057,14,1,86,8
0,95053,15,1,80,8
0,95047,16,1,111,8
0,95045,17,1,94,8
0,95038,18,1,95,8
0,95048,19,2,192,8
1,95020,19,2,192,8
0,136176,20,1,39,8
0,95032,21,1,167,8
0,95031,22,1,153,8
0,95033,23,1,135,8
0,95054,24,1,72,8
0,134849,25,1,79,8
0,95041,26,1,92,8
0,95043,27,1,100,8
0,95052,28,1,93,8
0,95021,29,1,167,8
0,95055,30,1,88,8
0,95027,31,1,80,8
0,95019,32,1,12,8
0,95039,33,1,96,8
0,95060,34,1,108,8
0,95024,35,1,93,8
0,95042,36,1,89,8
0,95040,37,1,91,8
0,131819,38,1,38,8
0,95044,39,1,79,8
0,95049,40,1,14,8
0,95018,41,1,16,8
0,129655,42,1,3,8
0,95104,43,1,11,8
0,135698,44,1,128,8
0,132193,1,7,2105,9
1,95021,1,7,2105,9
2,95031,1,7,2105,9
3,95061,1,7,2105,9
4,95033,1,7,2105,9
5,95064,1,7,2105,9
6,127257,1,7,2105,9
0,95065,2,2,527,9
1,95019,2,2,527,9
0,95071,3,1,503,9
0,95032,4,3,878,9
1,95037,4,3,878,9
2,95062,4,3,878,9
0,95030,5,2,572,9
1,95063,5,2,572,9
0,95068,6,1,393,9
0,95057,7,3,507,9
1,95041,7,3,507,9
2,95067,7,3,507,9
0,95066,8,2,612,9
1,95060,8,2,612,9
0,95022,9,1,157,9
0,134849,10,2,187,9
1,95108,10,2,187,9
0,95048,11,2,139,9
1,125354,11,2,139,9
0,95035,12,1,184,9
0,95051,13,1,80,9
0,95103,14,1,15,9
0,95053,15,1,80,9
0,95025,16,1,75,9
0,95047,17,1,111,9
0,95045,18,1,94,9
0,95038,19,1,95,9
0,95020,20,1,128,9
0,95059,21,1,110,9
0,136176,22,1,39,9
0,95054,23,1,72,9
0,95058,24,1,99,9
0,95056,25,1,84,9
0,95034,26,1,141,9
0,95043,27,1,100,9
0,95023,28,1,160,9
0,95052,29,1,93,9
0,95055,30,1,88,9
0,95027,31,1,80,9
0,95039,32,1,96,9
0,95046,33,1,86,9
0,95026,34,1,86,9
0,95024,35,1,93,9
0,95042,36,1,89,9
0,95040,37,1,91,9
0,131819,38,1,38,9
0,95044,39,1,79,9
0,95049,40,1,14,9
0,95018,41,1,16,9
0,129655,42,1,3,9
0,95104,43,1,11,9
0,135698,44,1,128,9
0,95064,1,1,605,10
0,95023,2,5,1724,10
1,95062,2,5,1724,10
2,95065,2,5,1724,10
3,95068,2,5,1724,10
4,95037,2,5,1724,10
0,95071,3,1,503,10
0,132193,4,1,491,10
0,95030,5,3,727,10
1,95022,5,3,727,10
2,95063,5,3,727,10
0,95025,6,3,493,10
1,125354,6,3,493,10
2,95067,6,3,493,10
0,95066,7,1,506,10
0,127257,8,2,631,10
1,95061,8,2,631,10
0,95108,9,1,109,10
0,95035,10,1,184,10
0,95051,11,1,80,10
0,95103,12,1,15,10
0,95057,13,1,86,10
0,95053,14,1,80,10
0,95047,15,1,111,10
0,95045,16,1,94,10
0,95038,17,1,95,10
0,95020,18,1,128,10
0,95059,19,1,110,10
0,136176,20,1,39,10
0,95032,21,1,167,10
0,95031,22,1,153,10
0,95033,23,1,135,10
0,95054,24,1,72,10
0,95058,25,1,99,10
0,95056,26,1,84,10
0,134849,27,1,79,10
0,95034,28,1,141,10
0,95041,29,1,92,10
0,95043,30,1,100,10
0,95052,31,1,93,10
0,95021,32,1,167,10
0,95055,33,1,88,10
0,95027,34,1,80,10
0,95019,35,1,12,10
0,95039,36,1,96,10
0,95046,37,1,86,10
0,95060,38,1,108,10
0,95026,39,1,86,10
0,95024,40,1,93,10
0,95042,41,1,89,10
0,95040,42,1,91,10
0,131819,43,1,38,10
0,95048,44,1,66,10
0,95044,45,1,79,10
0,95049,46,1,14,10
0,95018,47,1,16,10
0,129655,48,1,3,10
0,95104,49,1,11,10
0,135698,50,1,128,10
0,95064,1,3,1323,11
1,127257,1,3,1323,11
2,132193,1,3,1323,11
0,95065,2,2,671,11
1,95022,2,2,671,11
0,95059,3,4,823,11
1,95060,3,4,823,11
2,95047,3,4,823,11
3,95071,3,4,823,11
0,95055,4,6,1553,11
1,95056,4,6,1553,11
2,95030,4,6,1553,11
3,95062,4,6,1553,11
4,95067,4,6,1553,11
5,95068,4,6,1553,11
0,95046,5,5,871,11
1,95020,5,5,871,11
2,95063,5,5,871,11
3,95033,5,5,871,11
4,95039,5,5,871,11
0,95066,6,2,677,11
1,95035,6,2,677,11
0,95061,7,1,378,11
0,95108,8,1,109,11
0,125354,9,1,77,11
0,95051,10,1,80,11
0,95103,11,1,15,11
0,95057,12,1,86,11
0,95053,13,1,80,11
0,95025,14,1,75,11
0,95037,15,1,174,11
0,95045,16,1,94,11
0,95038,17,1,95,11
0,136176,18,1,39,11
0,95032,19,1,167,11
0,95031,20,1,153,11
0,95054,21,1,72,11
0,95058,22,1,99,11
0,134849,23,1,79,11
0,95034,24,1,141,11
0,95041,25,1,92,11
0,95043,26,1,100,11
0,95023,27,1,160,11
0,95052,28,1,93,11
0,95021,29,1,167,11
0,95027,30,1,80,11
0,95019,31,1,12,11
0,95026,32,1,86,11
0,95024,33,1,93,11
0,95042,34,1,89,11
0,95040,35,1,91,11
0,131819,36,1,38,11
0,95048,37,1,66,11
0,95044,38,1,79,11
0,95049,39,1,14,11
0,95018,40,1,16,11
0,129655,41,1,3,11
0,95104,42,1,11,11
0,135698,43,1,128,11
0,95064,1,3,1249,12
1,132193,1,3,1249,12
2,95032,1,3,1249,12
0,95045,2,8,2274,12
1,95026,2,8,2274,12
2,95060,2,8,2274,12
3,95062,2,8,2274,12
4,95071,2,8,2274,12
5,95065,2,8,2274,12
6,95068,2,8,2274,12
7,95039,2,8,2274,12
0,95066,3,3,1070,12
1,95034,3,3,1070,12
2,95063,3,3,1070,12
0,95041,4,5,1019,12
1,95024,4,5,1019,12
2,95061,4,5,1019,12
3,95030,4,5,1019,12
4,95067,4,5,1019,12
0,95022,5,1,157,12
0,127257,6,2,361,12
1,95108,6,2,361,12
0,125354,7,1,77,12
0,95035,8,1,184,12
0,95051,9,1,80,12
0,95103,10,1,15,12
0,95057,11,1,86,12
0,95053,12,1,80,12
0,95025,13,1,75,12
0,95047,14,1,111,12
0,95037,15,1,174,12
0,95038,16,1,95,12
0,95020,17,1,128,12
0,95059,18,1,110,12
0,136176,19,1,39,12
0,95031,20,1,153,12
0,95033,21,1,135,12
0,95054,22,1,72,12
0,95058,23,1,99,12
0,95056,24,1,84,12
0,134849,25,1,79,12
0,95043,26,1,100,12
0,95023,27,1,160,12
0,95052,28,1,93,12
0,95019,29,2,178,12
1,95021,29,2,178,12
0,95055,30,1,88,12
0,95027,31,1,80,12
0,95046,32,1,86,12
0,95042,33,1,89,12
0,95040,34,1,91,12
0,131819,35,1,38,12
0,95048,36,1,66,12
0,95044,37,1,79,12
0,95049,38,1,14,12
0,95018,39,1,16,12
0,129655,40,1,3,12
0,95104,41,1,11,12
0,135698,42,1,128,12
0,132193,1,5,1479,13
1,95044,1,5,1479,13
2,95021,1,5,1479,13
3,95032,1,5,1479,13
4,95064,1,5,1479,13
0,95045,2,5,1757,13
1,95047,2,5,1757,13
2,95062,2,5,1757,13
3,95065,2,5,1757,13
4,95071,2,5,1757,13
0,95055,3,2,533,13
1,95063,3,2,533,13
0,95056,4,4,954,13
1,95033,4,4,954,13
2,95068,4,4,954,13
3,95061,4,4,954,13
0,95041,5,3,533,13
1,95067,5,3,533,13
2,95108,5,3,533,13
0,95066,6,2,599,13
1,95039,6,2,599,13
0,95030,7,1,141,13
0,95022,8,1,157,13
0,125354,9,2,203,13
1,95020,9,2,203,13
0,95035,10,1,184,13
0,127257,11,1,255,13
0,95051,12,1,80,13
0,95103,13,1,15,13
0,95057,14,1,86,13
0,95053,15,1,80,13
0,95025,16,1,75,13
0,95037,17,1,174,13
0,95038,18,1,95,13
0,95059,19,1,110,13
0,136176,20,1,39,13
0,95031,21,1,153,13
0,95054,22,1,72,13
0,95058,23,1,99,13
0,134849,24,1,79,13
0,95034,25,1,141,13
0,95043,26,1,100,13
0,95023,27,1,160,13
0,95052,28,1,93,13
0,95027,29,1,80,13
0,95019,30,1,12,13
0,95046,31,1,86,13
0,95060,32,1,108,13
0,95026,33,1,86,13
0,95024,34,1,93,13
0,95042,35,1,89,13
0,95040,36,1,91,13
0,131819,37,1,38,13
0,95048,38,1,66,13
0,95049,39,1,14,13
0,95018,40,1,16,13
0,129655,41,1,3,13
0,95104,42,1,11,13
0,135698,43,1,128,13
0,132193,1,13,3863,14
1,95051,1,13,3863,14
2,95021,1,13,3863,14
3,95022,1,13,3863,14
4,95024,1,13,3863,14
5,95057,1,13,3863,14
6,95032,1,13,3863,14
7,95061,1,13,3863,14
8,95062,1,13,3863,14
9,95064,1,13,3863,14
10,95067,1,13,3863,14
11,95068,1,13,3863,14
12,95071,1,13,3863,14
0,95065,2,1,516,14
0,95048,3,3,621,14
1,95020,3,3,621,14
2,95063,3,3,621,14
0,95066,4,1,506,14
0,95030,5,1,141,14
0,95108,6,1,109,14
0,125354,7,1,77,14
0,95035,8,1,184,14
0,127257,9,1,255,14
0,95103,10,1,15,14
0,95053,11,1,80,14
0,95025,12,1,75,14
0,95047,13,1,111,14
0,95037,14,1,174,14
0,95045,15,1,94,14
0,95038,16,1,95,14
0,95059,17,1,110,14
0,136176,18,1,39,14
0,95031,19,1,153,14
0,95033,20,1,135,14
0,95054,21,1,72,14
0,95058,22,1,99,14
0,95056,23,1,84,14
0,134849,24,1,79,14
0,95034,25,1,141,14
0,95041,26,1,92,14
0,95043,27,1,100,14
0,95023,28,1,160,14
0,95052,29,1,93,14
0,95055,30,1,88,14
0,95027,31,1,80,14
0,95019,32,1,12,14
0,95039,33,1,96,14
0,95046,34,1,86,14
0,95060,35,1,108,14
0,95026,36,1,86,14
0,95042,37,1,89,14
0,95040,38,1,91,14
0,131819,39,1,38,14
0,95044,40,1,79,14
0,95049,41,1,14,14
0,95018,42,1,16,14
0,129655,43,1,3,14
0,95104,44,1,11,14
0,135698,45,1,128,14
0,132193,1,14,3733,15
1,95046,1,14,3733,15
2,95021,1,14,3733,15
3,95063,1,14,3733,15
4,95024,1,14,3733,15
5,95025,1,14,3733,15
6,95061,1,14,3733,15
7,95030,1,14,3733,15
8,95062,1,14,3733,15
9,95064,1,14,3733,15
10,95033,1,14,3733,15
11,95065,1,14,3733,15
12,95034,1,14,3733,15
13,95038,1,14,3733,15
0,95071,2,1,503,15
0,95068,3,1,393,15
0,95067,4,1,344,15
0,95066,5,1,506,15
0,95022,6,1,157,15
0,95108,7,1,109,15
0,125354,8,1,77,15
0,95035,9,1,184,15
0,127257,10,1,255,15
0,95051,11,1,80,15
0,95103,12,1,15,15
0,95057,13,1,86,15
0,95053,14,1,80,15
0,95047,15,1,111,15
0,95037,16,1,174,15
0,95045,17,1,94,15
0,95020,18,1,128,15
0,95059,19,1,110,15
0,136176,20,1,39,15
0,95032,21,1,167,15
0,95031,22,1,153,15
0,95054,23,1,72,15
0,95058,24,1,99,15
0,95056,25,1,84,15
0,134849,26,1,79,15
0,95041,27,1,92,15
0,95043,28,1,100,15
0,95023,29,1,160,15
0,95052,30,1,93,15
0,95055,31,1,88,15
0,95027,32,1,80,15
0,95019,33,1,12,15
0,95039,34,1,96,15
0,95060,35,1,108,15
0,95026,36,1,86,15
0,95042,37,1,89,15
0,95040,38,1,91,15
0,131819,39,1,38,15
0,95048,40,1,66,15
0,95044,41,1,79,15
0,95049,42,1,14,15
0,95018,43,1,16,15
0,129655,44,1,3,15
0,95104,45,1,11,15
0,135698,46,1,128,15
0,95064,1,1,605,16
0,132193,2,10,2497,16
1,127257,2,10,2497,16
2,95018,2,10,2497,16
3,95063,2,10,2497,16
4,95056,2,10,2497,16
5,95025,2,10,2497,16
6,95030,2,10,2497,16
7,95031,2,10,2497,16
8,95065,2,10,2497,16
9,95068,2,10,2497,16
0,95047,3,6,1666,16
1,95062,3,6,1666,16
2,95032,3,6,1666,16
3,95035,3,6,1666,16
4,95037,3,6,1666,16
5,95071,3,6,1666,16
0,95041,4,3,505,16
1,95067,4,3,505,16
2,95055,4,3,505,16
0,95066,5,1,506,16
0,95061,6,1,378,16
0,95022,7,1,157,16
0,95108,8,1,109,16
0,125354,9,1,77,16
0,95051,10,1,80,16
0,95103,11,1,15,16
0,95057,12,1,86,16
0,95053,13,1,80,16
0,95045,14,1,94,16
0,95038,15,1,95,16
0,95020,16,1,128,16
0,95059,17,1,110,16
0,136176,18,1,39,16
0,95033,19,1,135,16
0,95054,20,1,72,16
0,95058,21,1,99,16
0,134849,22,1,79,16
0,95034,23,1,141,16
0,95043,24,1,100,16
0,95023,25,1,160,16
0,95052,26,1,93,16
0,95021,27,1,167,16
0,95027,28,1,80,16
0,95019,29,1,12,16
0,95039,30,1,96,16
0,95046,31,1,86,16
0,95060,32,1,108,16
0,95026,33,1,86,16
0,95024,34,1,93,16
0,95042,35,1,89,16
0,95040,36,1,91,16
0,131819,37,1,38,16
0,95048,38,1,66,16
0,95044,39,1,79,16
0,95049,40,1,14,16
0,129655,41,1,3,16
0,95104,42,1,11,16
0,135698,43,1,128,16
0,95064,1,1,605,17
0,95047,2,6,1619,17
1,95031,2,6,1619,17
2,95065,2,6,1619,17
3,95035,2,6,1619,17
4,95037,2,6,1619,17
5,95071,2,6,1619,17
0,95040,3,6,1720,17
1,95061,3,6,1720,17
2,95062,3,6,1720,17
3,127257,3,6,1720,17
4,95068,3,6,1720,17
5,95038,3,6,1720,17
0,132193,4,1,491,17
0,95063,5,1,450,17
0,95041,6,5,689,17
1,95053,6,5,689,17
2,95057,6,5,689,17
3,95060,6,5,689,17
4,95067,6,5,689,17
0,95066,7,2,597,17
1,95045,7,2,597,17
0,95030,8,1,141,17
0,95022,9,1,157,17
0,95108,10,1,109,17
0,125354,11,1,77,17
0,95051,12,1,80,17
0,95103,13,1,15,17
0,95025,14,1,75,17
0,95020,15,1,128,17
0,95059,16,1,110,17
0,136176,17,1,39,17
0,95032,18,1,167,17
0,95033,19,1,135,17
0,95054,20,1,72,17
0,95058,21,1,99,17
0,95056,22,1,84,17
0,134849,23,1,79,17
0,95034,24,1,141,17
0,95043,25,1,100,17
0,95023,26,1,160,17
0,95052,27,1,93,17
0,95021,28,1,167,17
0,95055,29,1,88,17
0,95027,30,1,80,17
0,95019,31,1,12,17
0,95039,32,1,96,17
0,95046,33,1,86,17
0,95026,34,1,86,17
0,95024,35,1,93,17
0,95042,36,1,89,17
0,131819,37,1,38,17
0,95048,38,1,66,17
0,95044,39,1,79,17
0,95049,40,1,14,17
0,95018,41,1,16,17
0,129655,42,1,3,17
0,95104,43,1,11,17
0,135698,44,1,128,17
0,95064,1,1,605,18
0,95056,2,3,777,18
1,95065,2,3,777,18
2,95035,2,3,777,18
0,95071,3,1,503,18
0,95108,4,10,2143,18
1,95021,4,10,2143,18
2,95024,4,10,2143,18
3,95061,4,10,2143,18
4,95062,4,10,2143,18
5,95030,4,10,2143,18
6,95032,4,10,2143,18
7,95033,4,10,2143,18
8,95034,4,10,2143,18
9,95068,4,10,2143,18
0,132193,5,1,491,18
0,95063,6,1,450,18
0,95041,7,2,425,18
1,95067,7,2,425,18
0,95066,8,1,506,18
0,95022,9,1,157,18
0,125354,10,1,77,18
0,127257,11,1,255,18
0,95051,12,1,80,18
0,95103,13,1,15,18
0,95057,14,1,86,18
0,95053,15,1,80,18
0,95025,16,1,75,18
0,95047,17,1,111,18
0,95037,18,1,174,18
0,95045,19,1,94,18
0,95038,20,1,95,18
0,95020,21,1,128,18
0,95059,22,1,110,18
0,136176,23,1,39,18
0,95031,24,1,153,18
0,95054,25,1,72,18
0,95058,26,1,99,18
0,134849,27,1,79,18
0,95043,28,1,100,18
0,95023,29,1,160,18
0,95052,30,1,93,18
0,95055,31,1,88,18
0,95027,32,1,80,18
0,95019,33,1,12,18
0,95039,34,1,96,18
0,95046,35,1,86,18
0,95060,36,1,108,18
0,95026,37,1,86,18
0,95042,38,1,89,18
0,95040,39,1,91,18
0,131819,40,1,38,18
0,95048,41,1,66,18
0,95044,42,1,79,18
0,95049,43,1,14,18
0,95018,44,1,16,18
