,urn,component,size,size_hh,n
0,129655,8,1,3,69
0,95104,9,1,11,69
0,132193,1,9,4131,70
1,95061,1,9,4131,70
2,95062,1,9,4131,70
3,95063,1,9,4131,70
4,95064,1,9,4131,70
5,95065,1,9,4131,70
6,95067,1,9,4131,70
7,95068,1,9,4131,70
8,95071,1,9,4131,70
0,95066,2,1,506,70
0,95108,3,1,53,70
0,136176,4,1,39,70
0,95018,5,1,16,70
0,129655,6,1,3,70
0,95104,7,1,11,70
0,95064,1,1,605,71
0,95065,2,2,1010,71
1,95066,2,2,1010,71
0,132193,3,4,1908,71
1,95061,3,4,1908,71
2,95062,3,4,1908,71
3,95071,3,4,1908,71
0,95063,4,1,450,71
0,95068,5,2,395,71
1,129655,5,2,395,71
0,95067,6,1,344,71
0,95108,7,1,53,71
0,136176,8,1,39,71
0,95018,9,1,16,71
0,95104,10,1,11,71
0,95064,1,2,1089,72
1,132193,1,2,1089,72
0,95062,2,5,2401,72
1,95065,2,5,2401,72
2,95066,2,5,2401,72
3,95068,2,5,2401,72
4,95071,2,5,2401,72
0,95018,3,3,837,72
1,95061,3,3,837,72
2,95063,3,3,837,72
0,95067,4,1,344,72
0,95108,5,1,53,72
0,136176,6,1,39,72
0,129655,7,1,3,72
0,95104,8,1,11,72
0,132193,1,10,4318,73
1,95108,1,10,4318,73
2,95061,1,10,4318,73
3,95062,1,10,4318,73
4,95063,1,10,4318,73
5,95064,1,10,4318,73
6,95065,1,10,4318,73
7,95066,1,10,4318,73
8,95068,1,10,4318,73
9,95071,1,10,4318,73
0,95067,2,1,344,73
0,136176,3,1,39,73
0,95018,4,1,16,73
0,129655,5,1,3,73
0,95104,6,1,11,73
0,95064,1,2,1089,74
1,132193,1,2,1089,74
0,95065,2,2,1010,74
1,95066,2,2,1010,74
0,95071,3,1,503,74
0,95068,4,4,1727,74
1,95061,4,4,1727,74
2,95062,4,4,1727,74
3,95063,4,4,1727,74
0,95067,5,1,344,74
0,95108,6,1,53,74
0,136176,7,1,39,74
0,95018,8,1,16,74
0,129655,9,1,3,74
0,95104,10,1,11,74
0,95108,1,9,3845,75
1,95061,1,9,3845,75
2,95062,1,9,3845,75
3,95063,1,9,3845,75
4,95064,1,9,3845,75
5,95065,1,9,3845,75
6,95066,1,9,3845,75
7,95068,1,9,3845,75
8,95071,1,9,3845,75
0,132193,2,1,491,75
0,95067,3,1,344,75
0,136176,4,1,39,75
0,95018,5,1,16,75
0,129655,6,1,3,75
0,95104,7,1,11,75
0,95064,1,2,1089,76
1,132193,1,2,1089,76
0,95065,2,1,516,76
0,95108,3,8,3090,76
1,95061,3,8,3090,76
2,95062,3,8,3090,76
3,95063,3,8,3090,76
4,95066,3,8,3090,76
5,95067,3,8,3090,76
6,95068,3,8,3090,76
7,95071,3,8,3090,76
0,136176,4,1,39,76
0,95018,5,1,16,76
0,129655,6,1,3,76
0,95104,7,1,11,76
0,132193,1,7,3291,77
1,95061,1,7,3291,77
2,95062,1,7,3291,77
3,95063,1,7,3291,77
4,95064,1,7,3291,77
5,95066,1,7,3291,77
6,95068,1,7,3291,77
0,95065,2,1,516,77
0,95071,3,1,503,77
0,95067,4,1,344,77
0,95108,5,1,53,77
0,136176,6,1,39,77
0,95018,7,1,16,77
0,129655,8,1,3,77
0,95104,9,1,11,77
0,132193,1,9,3735,78
1,95108,1,9,3735,78
2,95061,1,9,3735,78
3,95062,1,9,3735,78
4,95064,1,9,3735,78
5,95065,1,9,3735,78
6,95066,1,9,3735,78
7,95067,1,9,3735,78
8,95068,1,9,3735,78
0,95071,2,1,503,78
0,95063,3,1,450,78
0,136176,4,1,39,78
0,95018,5,1,16,78
0,129655,6,1,3,78
0,95104,7,1,11,78
0,95104,1,10,3792,79
1,132193,1,10,3792,79
2,95063,1,10,3792,79
3,95061,1,10,3792,79
4,95062,1,10,3792,79
5,129655,1,10,3792,79
6,95064,1,10,3792,79
7,95065,1,10,3792,79
8,95066,1,10,3792,79
9,95068,1,10,3792,79
0,95071,2,1,503,79
0,95067,3,1,344,79
0,95108,4,1,53,79
0,136176,5,1,39,79
0,95018,6,1,16,79
0,132193,1,10,4164,80
1,95108,1,10,4164,80
2,95061,1,10,4164,80
3,95062,1,10,4164,80
4,95063,1,10,4164,80
5,95064,1,10,4164,80
6,95065,1,10,4164,80
7,95066,1,10,4164,80
8,95067,1,10,4164,80
9,95068,1,10,4164,80
0,95071,2,1,503,80
0,136176,3,1,39,80
0,95018,4,1,16,80
0,129655,5,1,3,80
0,95104,6,1,11,80
0,95064,1,2,1089,81
1,132193,1,2,1089,81
0,95108,2,7,2752,81
1,95061,2,7,2752,81
2,95062,2,7,2752,81
3,95063,2,7,2752,81
4,95065,2,7,2752,81
5,95066,2,7,2752,81
6,95068,2,7,2752,81
0,95071,3,1,503,81
0,95067,4,1,344,81
0,136176,5,1,39,81
0,95018,6,1,16,81
0,129655,7,1,3,81
0,95104,8,1,11,81
0,95064,1,2,1089,82
1,132193,1,2,1089,82
0,95061,2,5,2270,82
1,95062,2,5,2270,82
2,95065,2,5,2270,82
3,95066,2,5,2270,82
4,95068,2,5,2270,82
0,95067,3,2,844,82
1,95071,3,2,844,82
0,95063,4,1,450,82
0,95108,5,1,53,82
0,136176,6,1,39,82
0,95018,7,1,16,82
0,129655,8,1,3,82
0,95104,9,1,11,82
0,95064,1,1,605,83
0,95108,2,5,1844,83
1,95063,2,5,1844,83
2,95065,2,5,1844,83
3,95066,2,5,1844,83
4,95067,2,5,1844,83
0,95071,3,1,503,83
0,95062,4,1,552,83
0,132193,5,1,491,83
0,95068,6,2,764,83
1,95061,6,2,764,83
0,136176,7,1,39,83
0,95018,8,1,16,83
0,129655,9,1,3,83
0,95104,10,1,11,83
0,95064,1,2,1089,84
1,132193,1,2,1089,84
0,95061,2,6,2703,84
1,95062,2,6,2703,84
2,95063,2,6,2703,84
3,95065,2,6,2703,84
4,95066,2,6,2703,84
5,95068,2,6,2703,84
0,95067,3,2,844,84
1,95071,3,2,844,84
0,95108,4,1,53,84
0,136176,5,1,39,84
0,95018,6,1,16,84
0,129655,7,1,3,84
0,95104,8,1,11,84
0,95061,1,8,3797,85
1,95062,1,8,3797,85
2,95063,1,8,3797,85
3,95064,1,8,3797,85
4,95065,1,8,3797,85
5,95066,1,8,3797,85
6,95068,1,8,3797,85
7,95071,1,8,3797,85
0,132193,2,2,543,85
1,95108,2,2,543,85
0,95067,3,1,344,85
0,136176,4,1,39,85
0,95018,5,1,16,85
0,129655,6,1,3,85
0,95104,7,1,11,85
0,95104,1,9,3807,86
1,95061,1,9,3807,86
2,95062,1,9,3807,86
3,95063,1,9,3807,86
4,95064,1,9,3807,86
5,95065,1,9,3807,86
6,95066,1,9,3807,86
7,95068,1,9,3807,86
8,95071,1,9,3807,86
0,132193,2,1,491,86
0,95067,3,1,344,86
0,95108,4,1,53,86
0,136176,5,1,39,86
0,95018,6,1,16,86
0,129655,7,1,3,86
0,95064,1,1,605,87
0,132193,2,9,4011,87
1,95061,2,9,4011,87
2,95062,2,9,4011,87
3,95063,2,9,4011,87
4,95065,2,9,4011,87
5,95066,2,9,4011,87
6,95067,2,9,4011,87
7,95068,2,9,4011,87
8,95071,2,9,4011,87
0,95108,3,1,53,87
0,136176,4,1,39,87
0,95018,5,1,16,87
0,129655,6,1,3,87
0,95104,7,1,11,87
0,95064,1,2,1089,88
1,132193,1,2,1089,88
0,95061,2,8,3530,88
1,95062,2,8,3530,88
2,95063,2,8,3530,88
3,95065,2,8,3530,88
4,95066,2,8,3530,88
5,95067,2,8,3530,88
6,95068,2,8,3530,88
7,95071,2,8,3530,88
0,95108,3,1,53,88
0,136176,4,1,39,88
0,95018,5,1,16,88
0,129655,6,1,3,88
0,95104,7,1,11,88
0,132193,1,9,4271,89
1,95061,1,9,4271,89
2,95062,1,9,4271,89
3,95063,1,9,4271,89
4,95064,1,9,4271,89
5,95065,1,9,4271,89
6,95066,1,9,4271,89
7,95068,1,9,4271,89
8,95071,1,9,4271,89
0,95067,2,2,396,89
1,95108,2,2,396,89
0,136176,3,1,39,89
0,95018,4,1,16,89
0,129655,5,1,3,89
0,95104,6,1,11,89
0,95064,1,1,605,90
0,95065,2,4,1907,90
1,95066,2,4,1907,90
2,95068,2,4,1907,90
3,95062,2,4,1907,90
0,132193,3,5,2147,90
1,95061,3,5,2147,90
2,95063,3,5,2147,90
3,95067,3,5,2147,90
4,95071,3,5,2147,90
0,95108,4,1,53,90
0,136176,5,1,39,90
0,95018,6,1,16,90
0,129655,7,1,3,90
0,95104,8,1,11,90
0,95064,1,2,1089,91
1,132193,1,2,1089,91
0,95065,2,1,516,91
0,95068,3,4,1780,91
1,95061,3,4,1780,91
2,95062,3,4,1780,91
3,95071,3,4,1780,91
0,95066,4,2,948,91
1,95063,4,2,948,91
0,95067,5,1,344,91
0,95108,6,1,53,91
0,136176,7,1,39,91
0,95018,8,1,16,91
0,129655,9,1,3,91
0,95104,10,1,11,91
0,132193,1,9,4118,92
1,95061,1,9,4118,92
2,95062,1,9,4118,92
3,95063,1,9,4118,92
4,95064,1,9,4118,92
5,95065,1,9,4118,92
6,95066,1,9,4118,92
7,95067,1,9,4118,92
8,95068,1,9,4118,92
0,95071,2,1,503,92
0,95108,3,1,53,92
0,136176,4,1,39,92
0,95018,5,1,16,92
0,129655,6,1,3,92
0,95104,7,1,11,92
0,95104,1,9,3485,93
1,132193,1,9,3485,93
2,95108,1,9,3485,93
3,95062,1,9,3485,93
4,95063,1,9,3485,93
5,95064,1,9,3485,93
6,95065,1,9,3485,93
7,95066,1,9,3485,93
8,95068,1,9,3485,93
0,95061,2,2,879,93
1,95071,2,2,879,93
0,95067,3,1,344,93
0,136176,4,1,39,93
0,95018,5,1,16,93
0,129655,6,1,3,93
0,132193,1,9,3731,94
1,136176,1,9,3731,94
2,95061,1,9,3731,94
3,95062,1,9,3731,94
4,95064,1,9,3731,94
5,95065,1,9,3731,94
6,95067,1,9,3731,94
7,95068,1,9,3731,94
8,95071,1,9,3731,94
0,95104,2,2,460,94
1,95063,2,2,460,94
0,95066,3,1,506,94
0,95108,4,1,53,94
0,95018,5,1,16,94
0,129655,6,1,3,94
0,132193,1,10,4318,95
1,95108,1,10,4318,95
2,95061,1,10,4318,95
3,95062,1,10,4318,95
4,95063,1,10,4318,95
5,95064,1,10,4318,95
6,95065,1,10,4318,95
7,95066,1,10,4318,95
8,95068,1,10,4318,95
9,95071,1,10,4318,95
0,95067,2,1,344,95
0,136176,3,1,39,95
0,95018,4,1,16,95
0,129655,5,1,3,95
0,95104,6,1,11,95
0,132193,1,6,2517,96
1,95108,1,6,2517,96
2,95061,1,6,2517,96
3,95064,1,6,2517,96
4,95065,1,6,2517,96
5,95066,1,6,2517,96
0,95067,2,2,844,96
1,95071,2,2,844,96
0,95062,3,1,552,96
0,95104,4,2,460,96
1,95063,4,2,460,96
0,95068,5,1,393,96
0,136176,6,1,39,96
0,95018,7,1,16,96
0,129655,8,1,3,96
0,95064,1,2,1089,97
1,132193,1,2,1089,97
0,95061,2,7,3195,97
1,95062,2,7,3195,97
2,95063,2,7,3195,97
3,95065,2,7,3195,97
4,95066,2,7,3195,97
5,95068,2,7,3195,97
6,95071,2,7,3195,97
0,95067,3,1,344,97
0,95108,4,1,53,97
0,136176,5,1,39,97
0,95018,6,1,16,97
0,129655,7,1,3,97
0,95104,8,1,11,97
0,132193,1,9,4255,98
1,95062,1,9,4255,98
2,95063,1,9,4255,98
3,95064,1,9,4255,98
4,95065,1,9,4255,98
5,95066,1,9,4255,98
6,95067,1,9,4255,98
7,95068,1,9,4255,98
8,95071,1,9,4255,98
0,95061,2,1,378,98
0,95108,3,1,53,98
0,136176,4,1,39,98
0,95018,5,1,16,98
0,129655,6,1,3,98
0,95104,7,1,11,98
0,95064,1,1,605,99
0,132193,2,8,3292,99
1,95108,2,8,3292,99
2,95061,2,8,3292,99
3,95062,2,8,3292,99
4,95065,2,8,3292,99
5,95066,2,8,3292,99
6,95068,2,8,3292,99
7,95071,2,8,3292,99
0,95063,3,1,450,99
0,95067,4,1,344,99
0,136176,5,1,39,99
0,95018,6,1,16,99
0,129655,7,1,3,99
0,95104,8,1,11,99
0,95064,1,1,605,100
0,95062,2,5,2346,100
1,95063,2,5,2346,100
2,95065,2,5,2346,100
3,95066,2,5,2346,100
4,95068,2,5,2346,100
0,95071,3,1,503,100
0,132193,4,1,491,100
0,95067,5,1,344,100
0,95061,6,1,378,100
0,95108,7,1,53,100
0,136176,8,1,39,100
0,95018,9,1,16,100
0,129655,10,1,3,100
0,95104,11,1,11,100
