,urn,component,size,size_hh,n
1,95062,4,2,919,10
0,95063,5,1,450,10
0,95067,6,1,344,10
0,95066,7,1,506,10
0,95108,8,1,53,10
0,136176,9,1,39,10
0,95018,10,1,16,10
0,129655,11,1,3,10
0,95104,12,1,11,10
0,95064,1,1,605,11
0,95065,2,1,516,11
0,95071,3,1,503,11
0,95066,4,4,1780,11
1,95068,4,4,1780,11
2,95061,4,4,1780,11
3,95062,4,4,1780,11
0,132193,5,1,491,11
0,95063,6,1,450,11
0,95067,7,1,344,11
0,95108,8,1,53,11
0,136176,9,1,39,11
0,95018,10,1,16,11
0,129655,11,1,3,11
0,95104,12,1,11,11
0,95064,1,1,605,12
0,95065,2,1,516,12
0,95071,3,1,503,12
0,95062,4,1,552,12
0,132193,5,1,491,12
0,95063,6,1,450,12
0,95068,7,1,393,12
0,95067,8,1,344,12
0,95066,9,1,506,12
0,95061,10,1,378,12
0,95108,11,1,53,12
0,136176,12,1,39,12
0,95018,13,1,16,12
0,129655,14,1,3,12
0,95104,15,1,11,12
0,95064,1,1,605,13
0,95062,2,5,2346,13
1,95063,2,5,2346,13
2,95065,2,5,2346,13
3,95066,2,5,2346,13
4,95068,2,5,2346,13
0,95071,3,1,503,13
0,132193,4,1,491,13
0,95067,5,1,344,13
0,95108,6,2,429,13
1,95061,6,2,429,13
0,136176,7,1,39,13
0,95018,8,1,16,13
0,129655,9,1,3,13
0,95104,10,1,11,13
0,95064,1,2,1089,14
1,132193,1,2,1089,14
0,95065,2,2,1010,14
1,95066,2,2,1010,14
0,95062,3,2,1051,14
1,95071,3,2,1051,14
0,95063,4,1,450,14
0,95068,5,1,393,14
0,95067,6,1,344,14
0,95061,7,1,378,14
0,95108,8,1,53,14
0,136176,9,1,39,14
0,95018,10,1,16,14
0,129655,11,1,3,14
0,95104,12,1,11,14
0,95064,1,1,605,15
0,95065,2,1,516,15
0,95071,3,1,503,15
0,95062,4,1,552,15
0,132193,5,2,866,15
1,95061,5,2,866,15
0,95063,6,1,450,15
0,95068,7,1,393,15
0,95067,8,1,344,15
0,95066,9,1,506,15
0,95108,10,1,53,15
0,136176,11,1,39,15
0,95018,12,1,16,15
0,129655,13,1,3,15
0,95104,14,1,11,15
0,95064,1,1,605,16
0,95065,2,2,1010,16
1,95066,2,2,1010,16
0,95071,3,1,503,16
0,95062,4,1,552,16
0,132193,5,1,491,16
0,95061,6,2,822,16
1,95063,6,2,822,16
0,95068,7,1,393,16
0,95067,8,1,344,16
0,95108,9,1,53,16
0,136176,10,1,39,16
0,95018,11,1,16,16
0,129655,12,1,3,16
0,95104,13,1,11,16
0,95064,1,1,605,17
0,95065,2,1,516,17
0,95071,3,1,503,17
0,95108,4,4,1336,17
1,95068,4,4,1336,17
2,95061,4,4,1336,17
3,95062,4,4,1336,17
0,132193,5,1,491,17
0,95063,6,1,450,17
0,95067,7,1,344,17
0,95066,8,1,506,17
0,136176,9,1,39,17
0,95018,10,1,16,17
0,129655,11,1,3,17
0,95104,12,1,11,17
0,95064,1,1,605,18
0,95065,2,2,1010,18
1,95066,2,2,1010,18
0,95071,3,1,503,18
0,95062,4,1,552,18
0,132193,5,1,491,18
0,95063,6,1,450,18
0,95068,7,2,764,18
1,95061,7,2,764,18
0,95067,8,1,344,18
0,95108,9,1,53,18
0,136176,10,1,39,18
0,95018,11,1,16,18
0,129655,12,1,3,18
0,95104,13,1,11,18
0,95064,1,1,605,19
0,95065,2,1,516,19
0,95071,3,1,503,19
0,95062,4,1,552,19
0,132193,5,1,491,19
0,95063,6,1,450,19
0,95068,7,1,393,19
0,95067,8,1,344,19
0,95066,9,1,506,19
0,95061,10,1,378,19
0,95108,11,1,53,19
0,136176,12,1,39,19
0,95018,13,1,16,19
0,129655,14,1,3,19
0,95104,15,1,11,19
0,95064,1,2,1089,20
1,132193,1,2,1089,20
0,95065,2,1,516,20
0,95068,3,2,893,20
1,95071,3,2,893,20
0,95062,4,1,552,20
0,95063,5,1,450,20
0,95067,6,1,344,20
0,95066,7,1,506,20
0,95061,8,1,378,20
0,95108,9,1,53,20
0,136176,10,1,39,20
0,95018,11,1,16,20
0,129655,12,1,3,20
0,95104,13,1,11,20
0,95064,1,1,605,21
0,132193,2,6,2761,21
1,95061,2,6,2761,21
2,95062,2,6,2761,21
3,95065,2,6,2761,21
4,95068,2,6,2761,21
5,95071,2,6,2761,21
0,95063,3,1,450,21
0,95067,4,1,344,21
0,95066,5,1,506,21
0,95108,6,1,53,21
0,136176,7,1,39,21
0,95018,8,1,16,21
0,129655,9,1,3,21
0,95104,10,1,11,21
0,95064,1,1,605,22
0,95065,2,2,1010,22
1,95066,2,2,1010,22
0,95071,3,1,503,22
0,95062,4,1,552,22
0,132193,5,1,491,22
0,95068,6,3,1206,22
1,95061,6,3,1206,22
2,95063,6,3,1206,22
0,95067,7,2,396,22
1,95108,7,2,396,22
0,136176,8,1,39,22
0,95018,9,1,16,22
0,129655,10,1,3,22
0,95104,11,1,11,22
0,95064,1,1,605,23
0,95065,2,1,516,23
0,95071,3,1,503,23
0,95066,4,3,1414,23
1,95068,4,3,1414,23
2,95062,4,3,1414,23
0,132193,5,1,491,23
0,95063,6,1,450,23
0,95067,7,1,344,23
0,95061,8,1,378,23
0,95108,9,1,53,23
0,136176,10,1,39,23
0,95018,11,1,16,23
0,129655,12,1,3,23
0,95104,13,1,11,23
0,95064,1,1,605,24
0,95065,2,3,1452,24
1,95066,2,3,1452,24
2,95063,2,3,1452,24
0,95071,3,1,503,24
0,95068,4,2,919,24
1,95062,4,2,919,24
0,132193,5,1,491,24
0,95067,6,1,344,24
0,95061,7,1,378,24
0,95108,8,1,53,24
0,136176,9,1,39,24
0,95018,10,1,16,24
0,129655,11,1,3,24
0,95104,12,1,11,24
0,95064,1,1,605,25
0,95065,2,1,516,25
0,95071,3,1,503,25
0,95066,4,3,1414,25
1,95068,4,3,1414,25
2,95062,4,3,1414,25
0,132193,5,1,491,25
0,95063,6,1,450,25
0,95067,7,1,344,25
0,95061,8,1,378,25
0,95108,9,1,53,25
0,136176,10,1,39,25
0,95018,11,1,16,25
0,129655,12,1,3,25
0,95104,13,1,11,25
0,95064,1,1,605,26
0,95065,2,2,1010,26
1,95066,2,2,1010,26
0,95071,3,1,503,26
0,95068,4,3,1286,26
1,95061,4,3,1286,26
2,95062,4,3,1286,26
0,132193,5,1,491,26
0,95063,6,1,450,26
0,95067,7,1,344,26
0,95108,8,1,53,26
0,136176,9,1,39,26
0,95018,10,1,16,26
0,129655,11,1,3,26
0,95104,12,1,11,26
0,95064,1,1,605,27
0,95065,2,1,516,27
0,95071,3,1,503,27
0,95062,4,1,552,27
0,132193,5,1,491,27
0,95061,6,2,822,27
1,95063,6,2,822,27
0,95068,7,1,393,27
0,95067,8,1,344,27
0,95066,9,1,506,27
0,95108,10,1,53,27
0,136176,11,1,39,27
0,95018,12,1,16,27
0,129655,13,1,3,27
0,95104,14,1,11,27
0,95064,1,1,605,28
0,132193,2,5,2392,28
1,95062,2,5,2392,28
2,95065,2,5,2392,28
3,95066,2,5,2392,28
4,95068,2,5,2392,28
0,95071,3,1,503,28
0,95063,4,1,450,28
0,95067,5,1,344,28
0,95061,6,1,378,28
0,95108,7,1,53,28
0,136176,8,1,39,28
0,95018,9,1,16,28
0,129655,10,1,3,28
0,95104,11,1,11,28
0,95064,1,1,605,29
0,95065,2,1,516,29
0,95071,3,1,503,29
0,95062,4,1,552,29
0,132193,5,1,491,29
0,95063,6,1,450,29
0,95068,7,2,764,29
1,95061,7,2,764,29
0,95067,8,1,344,29
0,95066,9,1,506,29
0,95108,10,1,53,29
0,136176,11,1,39,29
0,95018,12,1,16,29
0,129655,13,1,3,29
0,95104,14,1,11,29
0,95064,1,1,605,30
0,95065,2,3,1422,30
1,95068,2,3,1422,30
2,95062,2,3,1422,30
0,95071,3,1,503,30
0,132193,4,1,491,30
0,95063,5,1,450,30
0,95067,6,1,344,30
0,95066,7,1,506,30
0,95061,8,1,378,30
0,95108,9,1,53,30
0,136176,10,1,39,30
0,95018,11,1,16,30
0,129655,12,1,3,30
0,95104,13,1,11,30
0,95064,1,1,605,31
0,95065,2,3,1391,31
1,95066,2,3,1391,31
2,95068,2,3,1391,31
0,95071,3,1,503,31
0,95062,4,1,552,31
0,132193,5,1,491,31
0,95063,6,1,450,31
0,95067,7,1,344,31
0,95061,8,1,378,31
0,95108,9,1,53,31
0,136176,10,1,39,31
0,95018,11,1,16,31
0,129655,12,1,3,31
0,95104,13,1,11,31
0,95064,1,1,605,32
0,136176,2,2,553,32
1,95065,2,2,553,32
0,95071,3,1,503,32
0,95062,4,1,552,32
0,132193,5,1,491,32
0,95061,6,2,822,32
1,95063,6,2,822,32
0,95066,7,2,891,32
1,95068,7,2,891,32
0,95067,8,1,344,32
0,95108,9,1,53,32
0,95018,10,1,16,32
0,129655,11,1,3,32
0,95104,12,1,11,32
0,95064,1,2,1089,33
1,132193,1,2,1089,33
0,95065,2,1,516,33
0,95071,3,1,503,33
0,95066,4,4,1853,33
1,95068,4,4,1853,33
2,95062,4,4,1853,33
3,95063,4,4,1853,33
0,95067,5,1,344,33
0,95061,6,1,378,33
0,95108,7,1,53,33
0,136176,8,1,39,33
0,95018,9,1,16,33
0,129655,10,1,3,33
0,95104,11,1,11,33
0,95064,1,1,605,34
0,95065,2,3,1422,34
1,95068,2,3,1422,34
2,95062,2,3,1422,34
0,95071,3,1,503,34
0,132193,4,1,491,34
0,95066,5,2,948,34
1,95063,5,2,948,34
0,95067,6,1,344,34
0,95061,7,1,378,34
0,95108,8,1,53,34
0,136176,9,1,39,34
0,95018,10,1,16,34
0,129655,11,1,3,34
0,95104,12,1,11,34
0,95064,1,1,605,35
0,95062,2,5,2401,35
1,95065,2,5,2401,35
2,95066,2,5,2401,35
3,95068,2,5,2401,35
4,95071,2,5,2401,35
0,132193,3,1,491,35
0,95067,4,2,791,35
1,95063,4,2,791,35
0,95061,5,1,378,35
0,95108,6,1,53,35
0,136176,7,1,39,35
0,95018,8,1,16,35
0,129655,9,1,3,35
0,95104,10,1,11,35
0,95064,1,1,605,36
0,95065,2,3,1452,36
1,95066,2,3,1452,36
2,95063,2,3,1452,36
0,95071,3,1,503,36
0,95068,4,2,919,36
1,95062,4,2,919,36
0,132193,5,1,491,36
0,95067,6,1,344,36
0,95061,7,1,378,36
0,95108,8,1,53,36
0,136176,9,1,39,36
0,95018,10,1,16,36
0,129655,11,1,3,36
0,95104,12,1,11,36
0,95064,1,2,657,37
1,95108,1,2,657,37
0,95065,2,2,1010,37
1,95066,2,2,1010,37
0,95071,3,1,503,37
0,95062,4,1,552,37
0,132193,5,1,491,37
0,95063,6,1,450,37
0,95068,7,2,764,37
1,95061,7,2,764,37
0,95067,8,1,344,37
0,136176,9,1,39,37
0,95018,10,1,16,37
0,129655,11,1,3,37
0,95104,12,1,11,37
0,95064,1,1,605,38
0,95065,2,1,516,38
0,95071,3,1,503,38
0,95068,4,2,919,38
1,95062,4,2,919,38
0,132193,5,1,491,38
0,95063,6,1,450,38
0,95067,7,1,344,38
0,95066,8,1,506,38
0,95061,9,1,378,38
0,95108,10,1,53,38
0,136176,11,1,39,38
0,95018,12,1,16,38
0,129655,13,1,3,38
0,95104,14,1,11,38
0,95064,1,1,605,39
0,95065,2,3,1422,39
1,95068,2,3,1422,39
2,95062,2,3,1422,39
0,95071,3,1,503,39
0,132193,4,1,491,39
0,95066,5,2,948,39
1,95063,5,2,948,39
0,95067,6,1,344,39
0,95061,7,1,378,39
0,95108,8,1,53,39
0,136176,9,1,39,39
0,95018,10,1,16,39
0,129655,11,1,3,39
0,95104,12,1,11,39
0,95064,1,4,1513,40
1,132193,1,4,1513,40
2,95108,1,4,1513,40
3,95061,1,4,1513,40
0,95065,2,1,516,40
0,95066,3,4,1909,40
1,95068,3,4,1909,40
2,95062,3,4,1909,40
3,95071,3,4,1909,40
0,95063,4,1,450,40
0,95067,5,1,344,40
0,136176,6,1,39,40
0,95018,7,1,16,40
0,129655,8,1,3,40
0,95104,9,1,11,40
0,95064,1,1,605,41
0,95065,2,1,516,41
0,95071,3,1,503,41
0,95068,4,2,919,41
1,95062,4,2,919,41
0,132193,5,1,491,41
0,95061,6,2,822,41
1,95063,6,2,822,41
0,95067,7,1,344,41
0,95066,8,1,506,41
0,95108,9,1,53,41
0,136176,10,1,39,41
0,95018,11,1,16,41
0,129655,12,1,3,41
0,95104,13,1,11,41
0,95064,1,1,605,42
0,95065,2,3,1559,42
1,95062,2,3,1559,42
2,95071,2,3,1559,42
0,132193,3,1,491,42
0,95063,4,1,450,42
0,95066,5,2,891,42
1,95068,5,2,891,42
0,95067,6,1,344,42
0,95061,7,1,378,42
0,95108,8,1,53,42
0,136176,9,1,39,42
0,95018,10,1,16,42
0,129655,11,1,3,42
0,95104,12,1,11,42
0,95064,1,1,605,43
0,95065,2,1,516,43
0,95071,3,1,503,43
0,95061,4,2,926,43
1,95062,4,2,926,43
0,132193,5,1,491,43
0,95066,6,3,1289,43
1,95067,6,3,1289,43
2,95063,6,3,1289,43
0,95068,7,1,393,43
0,95108,8,1,53,43
0,136176,9,1,39,43
0,95018,10,1,16,43
0,129655,11,1,3,43
0,95104,12,1,11,43
0,95064,1,2,1107,44
1,95071,1,2,1107,44
0,95065,2,1,516,44
0,95068,3,2,919,44
1,95062,3,2,919,44
0,132193,4,1,491,44
0,95061,5,2,822,44
1,95063,5,2,822,44
0,95067,6,1,344,44
0,95066,7,1,506,44
0,95108,8,1,53,44
0,136176,9,1,39,44
0,95018,10,1,16,44
0,129655,11,1,3,44
0,95104,12,1,11,44
0,95064,1,1,605,45
0,95065,2,1,516,45
0,95071,3,1,503,45
0,132193,4,3,1411,45
1,95061,4,3,1411,45
2,95062,4,3,1411,45
0,95063,5,1,450,45
0,95068,6,1,393,45
0,95067,7,1,344,45
0,95066,8,1,506,45
0,95108,9,1,53,45
0,136176,10,1,39,45
0,95018,11,1,16,45
0,129655,12,1,3,45
0,95104,13,1,11,45
0,95064,1,1,605,46
0,95065,2,2,1061,46
1,95062,2,2,1061,46
0,95071,3,1,503,46
0,132193,4,1,491,46
0,95066,5,3,1319,46
1,95061,5,3,1319,46
2,95063,5,3,1319,46
0,95068,6,1,393,46
0,95067,7,1,344,46
0,95108,8,1,53,46
0,136176,9,1,39,46
0,95018,10,1,16,46
0,129655,11,1,3,46
0,95104,12,1,11,46
0,95064,1,1,605,47
0,95065,2,3,1391,47
1,95066,2,3,1391,47
2,95068,2,3,1391,47
0,95067,3,2,844,47
1,95071,3,2,844,47
0,95062,4,1,552,47
0,132193,5,1,491,47
0,95063,6,1,450,47
0,95061,7,1,378,47
0,95108,8,1,53,47
0,136176,9,1,39,47
0,95018,10,1,16,47
0,129655,11,1,3,47
0,95104,12,1,11,47
0,95064,1,1,605,48
0,95065,2,2,903,48
1,95068,2,2,903,48
0,95071,3,1,503,48
0,95062,4,1,552,48
0,132193,5,1,491,48
0,95063,6,1,450,48
0,95067,7,1,344,48
0,95066,8,1,506,48
0,95061,9,1,378,48
0,95108,10,1,53,48
0,136176,11,1,39,48
0,95018,12,1,16,48
0,129655,13,1,3,48
0,95104,14,1,11,48
0,95064,1,1,605,49
0,136176,2,2,553,49
1,95065,2,2,553,49
0,95071,3,1,503,49
0,95068,4,2,919,49
1,95062,4,2,919,49
0,132193,5,1,491,49
0,95063,6,1,450,49
0,95067,7,1,344,49
0,95066,8,1,506,49
0,95061,9,1,378,49
0,95108,10,1,53,49
0,95018,11,1,16,49
0,129655,12,1,3,49
0,95104,13,1,11,49
0,95064,1,1,605,50
0,95065,2,1,516,50
0,95066,3,3,1390,50
1,95068,3,3,1390,50
2,95071,3,3,1390,50
0,95062,4,1,552,50
0,132193,5,1,491,50
0,95063,6,1,450,50
0,95067,7,2,721,50
1,95061,7,2,721,50
0,95108,8,1,53,50
0,136176,9,1,39,50
0,95018,10,1,16,50
0,129655,11,1,3,50
0,95104,12,1,11,50
0,95064,1,1,605,51
0,95065,2,3,1422,51
1,95068,2,3,1422,51
2,95062,2,3,1422,51
0,95071,3,1,503,51
0,132193,4,1,491,51
0,95067,5,2,791,51
1,95063,5,2,791,51
0,95066,6,1,506,51
0,95061,7,1,378,51
0,95108,8,1,53,51
0,136176,9,1,39,51
0,95018,10,1,16,51
0,129655,11,1,3,51
0,95104,12,1,11,51
0,95064,1,1,605,52
0,95065,2,3,1552,52
1,95066,2,3,1552,52
2,95062,2,3,1552,52
0,95068,3,2,893,52
1,95071,3,2,893,52
0,132193,4,1,491,52
0,95063,5,1,450,52
0,95067,6,1,344,52
0,95061,7,1,378,52
0,95108,8,1,53,52
0,136176,9,1,39,52
0,95018,10,1,16,52
0,129655,11,1,3,52
0,95104,12,1,11,52
0,95064,1,1,605,53
0,136176,2,2,553,53
1,95065,2,2,553,53
0,95071,3,1,503,53
0,95068,4,2,919,53
1,95062,4,2,919,53
0,132193,5,2,866,53
1,95061,5,2,866,53
0,95063,6,1,450,53
0,95067,7,1,344,53
0,95066,8,1,506,53
0,95108,9,1,53,53
0,95018,10,1,16,53
0,129655,11,1,3,53
0,95104,12,1,11,53
0,95064,1,1,605,54
0,95065,2,1,516,54
0,95071,3,1,503,54
0,95068,4,2,919,54
1,95062,4,2,919,54
0,132193,5,1,491,54
0,95063,6,1,450,54
0,95067,7,1,344,54
0,95066,8,1,506,54
0,95061,9,1,378,54
0,95108,10,1,53,54
0,136176,11,1,39,54
0,95018,12,1,16,54
0,129655,13,1,3,54
0,95104,14,1,11,54
0,95064,1,1,605,55
0,95065,2,4,1869,55
1,95068,2,4,1869,55
2,95062,2,4,1869,55
3,95063,2,4,1869,55
0,95066,3,2,1008,55
1,95071,3,2,1008,55
0,132193,4,2,866,55
1,95061,4,2,866,55
0,95067,5,1,344,55
0,95108,6,1,53,55
0,136176,7,1,39,55
0,95018,8,1,16,55
0,129655,9,1,3,55
0,95104,10,1,11,55
0,95064,1,1,605,56
0,95065,2,3,1070,56
1,95108,2,3,1070,56
2,95071,2,3,1070,56
0,95062,3,1,552,56
0,132193,4,2,882,56
1,95068,4,2,882,56
0,95063,5,1,450,56
0,95067,6,1,344,56
0,95066,7,1,506,56
0,95061,8,1,378,56
0,136176,9,1,39,56
0,95018,10,1,16,56
0,129655,11,1,3,56
0,95104,12,1,11,56
0,95064,1,1,605,57
0,95065,2,2,903,57
1,95068,2,2,903,57
0,95061,3,2,879,57
1,95071,3,2,879,57
0,95062,4,1,552,57
0,132193,5,1,491,57
0,95063,6,1,450,57
0,95067,7,1,344,57
0,95066,8,1,506,57
0,95108,9,1,53,57
0,136176,10,1,39,57
0,95018,11,1,16,57
0,129655,12,1,3,57
0,95104,13,1,11,57
0,95064,1,1,605,58
0,95065,2,1,516,58
0,95067,3,4,1762,58
1,95061,3,4,1762,58
2,95062,3,4,1762,58
3,95071,3,4,1762,58
0,132193,4,1,491,58
0,95063,5,1,450,58
0,95068,6,1,393,58
0,95066,7,1,506,58
0,95108,8,1,53,58
0,136176,9,1,39,58
0,95018,10,1,16,58
0,129655,11,1,3,58
0,95104,12,1,11,58
0,95064,1,1,605,59
0,95065,2,1,516,59
0,95071,3,1,503,59
0,95062,4,1,552,59
0,132193,5,1,491,59
0,95063,6,1,450,59
0,95066,7,2,891,59
1,95068,7,2,891,59
0,95067,8,1,344,59
0,95061,9,1,378,59
0,95108,10,1,53,59
0,136176,11,1,39,59
0,95018,12,1,16,59
0,129655,13,1,3,59
0,95104,14,1,11,59
0,95064,1,1,605,60
0,95065,2,2,1010,60
1,95066,2,2,1010,60
0,95071,3,1,503,60
0,95068,4,3,1286,60
1,95061,4,3,1286,60
2,95062,4,3,1286,60
0,132193,5,1,491,60
0,95063,6,1,450,60
0,95067,7,1,344,60
0,95108,8,1,53,60
0,136176,9,1,39,60
0,95018,10,1,16,60
0,129655,11,1,3,60
0,95104,12,1,11,60
0,95064,1,1,605,61
0,95065,2,1,516,61
0,95071,3,1,503,61
0,95066,4,3,1414,61
1,95068,4,3,1414,61
2,95062,4,3,1414,61
0,132193,5,1,491,61
0,95063,6,1,450,61
0,95067,7,1,344,61
0,95061,8,1,378,61
0,95108,9,1,53,61
0,136176,10,1,39,61
0,95018,11,1,16,61
0,129655,12,1,3,61
0,95104,13,1,11,61
0,95064,1,1,605,62
0,95065,2,1,516,62
0,95071,3,1,503,62
0,95062,4,1,552,62
0,132193,5,1,491,62
0,95063,6,1,450,62
0,95068,7,1,393,62
0,95067,8,1,344,62
0,95066,9,1,506,62
0,95061,10,1,378,62
0,95108,11,1,53,62
0,136176,12,1,39,62
0,95018,13,1,16,62
0,129655,14,1,3,62
0,95104,15,1,11,62
0,95064,1,1,605,63
0,95104,2,7,2840,63
1,132193,2,7,2840,63
2,95062,2,7,2840,63
3,95063,2,7,2840,63
4,95065,2,7,2840,63
5,95066,2,7,2840,63
6,95068,2,7,2840,63
0,95071,3,1,503,63
0,95067,4,1,344,63
0,95061,5,1,378,63
0,95108,6,1,53,63
0,136176,7,1,39,63
0,95018,8,1,16,63
0,129655,9,1,3,63
0,95064,1,1,605,64
0,95065,2,2,1061,64
1,95062,2,2,1061,64
0,95071,3,1,503,64
0,132193,4,1,491,64
0,95063,5,1,450,64
0,95068,6,1,393,64
0,95067,7,1,344,64
0,95066,8,1,506,64
0,95061,9,1,378,64
0,95108,10,1,53,64
0,136176,11,1,39,64
0,95018,12,1,16,64
0,129655,13,1,3,64
0,95104,14,1,11,64
0,95064,1,1,605,65
0,95065,2,4,1907,65
1,95066,2,4,1907,65
2,95068,2,4,1907,65
3,95062,2,4,1907,65
0,95071,3,1,503,65
0,132193,4,1,491,65
0,95063,5,1,450,65
0,95067,6,1,344,65
0,95061,7,1,378,65
0,95108,8,1,53,65
0,136176,9,1,39,65
0,95018,10,1,16,65
0,129655,11,1,3,65
0,95104,12,1,11,65
0,95064,1,1,605,66
0,95065,2,2,1010,66
1,95066,2,2,1010,66
0,95071,3,1,503,66
0,95068,4,2,919,66
1,95062,4,2,919,66
0,132193,5,1,491,66
0,95063,6,1,450,66
0,95067,7,1,344,66
0,95061,8,1,378,66
0,95108,9,1,53,66
0,136176,10,1,39,66
0,95018,11,1,16,66
0,129655,12,1,3,66
0,95104,13,1,11,66
0,95064,1,1,605,67
0,95065,2,1,516,67
0,95068,3,3,1415,67
1,95062,3,3,1415,67
2,95071,3,3,1415,67
0,132193,4,1,491,67
0,95061,5,2,822,67
1,95063,5,2,822,67
0,95067,6,1,344,67
0,95066,7,1,506,67
0,95108,8,1,53,67
0,136176,9,1,39,67
0,95018,10,1,16,67
0,129655,11,1,3,67
0,95104,12,1,11,67
0,95064,1,1,605,68
0,95065,2,1,516,68
0,132193,3,3,1382,68
1,95068,3,3,1382,68
2,95071,3,3,1382,68
0,95062,4,1,552,68
0,95063,5,1,450,68
0,95067,6,1,344,68
0,95066,7,1,506,68
0,95061,8,1,378,68
0,95108,9,1,53,68
0,136176,10,1,39,68
0,95018,11,1,16,68
0,129655,12,1,3,68
0,95104,13,1,11,68
0,95064,1,1,605,69
0,95062,2,5,2346,69
1,95063,2,5,2346,69
2,95065,2,5,2346,69
3,95066,2,5,2346,69
4,95068,2,5,2346,69
0,95071,3,1,503,69
0,132193,4,1,491,69
0,95067,5,1,344,69
0,95061,6,1,378,69
0,95108,7,1,53,69
0,136176,8,1,39,69
0,95018,9,1,16,69
0,129655,10,1,3,69
0,95104,11,1,11,69
0,95064,1,2,1089,70
1,132193,1,2,1089,70
0,95065,2,1,516,70
0,95071,3,1,503,70
0,95067,4,3,1261,70
1,95068,4,3,1261,70
2,95062,4,3,1261,70
0,95063,5,1,450,70
0,95066,6,1,506,70
0,95061,7,1,378,70
0,95108,8,1,53,70
0,136176,9,1,39,70
0,95018,10,1,16,70
0,129655,11,1,3,70
0,95104,12,1,11,70
0,95064,1,1,605,71
0,95065,2,1,516,71
0,95071,3,1,503,71
0,95061,4,5,2213,71
1,95062,4,5,2213,71
2,95063,4,5,2213,71
3,95066,4,5,2213,71
4,95068,4,5,2213,71
0,132193,5,1,491,71
